# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-08 23:45:32 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06934500 Missouri River at Hermann, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06934500
#            TS   parameter     statistic     Description
#         75911       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75911_00060_00003	75911_00060_00003_cd
USGS	06934500	1976-04-10	66200	A
USGS	06934500	1976-04-11	63000	A
USGS	06934500	1976-04-12	60600	A
USGS	06934500	1976-04-13	61900	A
USGS	06934500	1976-04-14	64400	A
USGS	06934500	1976-04-15	64100	A
USGS	06934500	1976-04-16	62200	A
USGS	06934500	1976-04-17	60200	A
USGS	06934500	1976-04-18	58000	A
USGS	06934500	1976-04-19	56900	A
USGS	06934500	1976-04-20	77000	A
USGS	06934500	1976-04-21	137000	A
USGS	06934500	1976-04-22	150000	A
USGS	06934500	1976-04-23	162000	A
USGS	06934500	1976-04-24	177000	A
USGS	06934500	1976-04-25	160000	A
USGS	06934500	1976-04-26	163000	A
USGS	06934500	1976-04-27	185000	A
USGS	06934500	1976-04-28	195000	A
USGS	06934500	1976-04-29	185000	A
USGS	06934500	1976-04-30	178000	A
USGS	06934500	1976-05-01	166000	A
USGS	06934500	1976-05-02	146000	A
USGS	06934500	1976-05-03	126000	A
USGS	06934500	1976-05-04	117000	A
USGS	06934500	1976-05-05	109000	A
USGS	06934500	1976-05-06	104000	A
USGS	06934500	1976-05-07	101000	A
USGS	06934500	1976-05-08	113000	A
USGS	06934500	1976-05-09	128000	A
USGS	06934500	1976-05-10	118000	A
USGS	06934500	1976-05-11	102000	A
USGS	06934500	1976-05-12	99400	A
USGS	06934500	1976-05-13	89500	A
USGS	06934500	1976-05-14	81700	A
USGS	06934500	1976-05-15	84500	A
USGS	06934500	1976-05-16	105000	A
USGS	06934500	1976-05-17	119000	A
USGS	06934500	1976-05-18	141000	A
USGS	06934500	1976-05-19	128000	A
USGS	06934500	1976-05-20	112000	A
USGS	06934500	1976-05-21	102000	A
USGS	06934500	1976-05-22	93200	A
USGS	06934500	1976-05-23	84400	A
USGS	06934500	1976-05-24	77400	A
USGS	06934500	1976-05-25	68000	A
USGS	06934500	1976-05-26	68700	A
USGS	06934500	1976-05-27	84900	A
USGS	06934500	1976-05-28	91900	A
USGS	06934500	1976-05-29	90300	A
USGS	06934500	1976-05-30	84500	A
USGS	06934500	1976-05-31	82800	A
USGS	06934500	1976-06-01	83900	A
USGS	06934500	1976-06-02	90600	A
USGS	06934500	1976-06-03	90700	A
USGS	06934500	1976-06-04	82700	A
USGS	06934500	1976-06-05	83500	A
USGS	06934500	1976-06-06	92100	A
USGS	06934500	1976-06-07	77100	A
USGS	06934500	1976-06-08	66500	A
USGS	06934500	1976-06-09	67200	A
USGS	06934500	1976-06-10	67000	A
USGS	06934500	1976-06-11	64200	A
USGS	06934500	1976-06-12	62000	A
USGS	06934500	1976-06-13	67200	A
USGS	06934500	1976-06-14	59700	A
USGS	06934500	1976-06-15	56800	A
USGS	06934500	1976-06-16	58000	A
USGS	06934500	1976-06-17	65600	A
USGS	06934500	1976-06-18	90500	A
USGS	06934500	1976-06-19	80800	A
USGS	06934500	1976-06-20	68100	A
USGS	06934500	1976-06-21	62800	A
USGS	06934500	1976-06-22	61900	A
USGS	06934500	1976-06-23	60400	A
USGS	06934500	1976-06-24	57800	A
USGS	06934500	1976-06-25	58100	A
USGS	06934500	1976-06-26	64100	A
USGS	06934500	1976-06-27	64100	A
USGS	06934500	1976-06-28	58900	A
USGS	06934500	1976-06-29	62100	A
USGS	06934500	1976-06-30	75700	A
USGS	06934500	1976-07-01	82900	A
USGS	06934500	1976-07-02	74000	A
USGS	06934500	1976-07-03	66100	A
USGS	06934500	1976-07-04	63100	A
USGS	06934500	1976-07-05	62200	A
USGS	06934500	1976-07-06	63800	A
USGS	06934500	1976-07-07	66800	A
USGS	06934500	1976-07-08	68500	A
USGS	06934500	1976-07-09	73600	A
USGS	06934500	1976-07-10	76300	A
USGS	06934500	1976-07-11	67700	A
USGS	06934500	1976-07-12	63500	A
USGS	06934500	1976-07-13	57400	A
USGS	06934500	1976-07-14	57900	A
USGS	06934500	1976-07-15	59400	A
USGS	06934500	1976-07-16	59100	A
USGS	06934500	1976-07-17	54800	A
USGS	06934500	1976-07-18	52000	A
USGS	06934500	1976-07-19	51200	A
USGS	06934500	1976-07-20	49900	A
USGS	06934500	1976-07-21	50500	A
USGS	06934500	1976-07-22	51200	A
USGS	06934500	1976-07-23	49600	A
USGS	06934500	1976-07-24	51100	A
USGS	06934500	1976-07-25	55600	A
USGS	06934500	1976-07-26	56900	A
USGS	06934500	1976-07-27	53900	A
USGS	06934500	1976-07-28	54700	A
USGS	06934500	1976-07-29	50800	A
USGS	06934500	1976-07-30	49000	A
USGS	06934500	1976-07-31	50000	A
USGS	06934500	1976-08-01	54000	A
USGS	06934500	1976-08-02	54700	A
USGS	06934500	1976-08-03	52800	A
USGS	06934500	1976-08-04	54800	A
USGS	06934500	1976-08-05	55600	A
USGS	06934500	1976-08-06	52300	A
USGS	06934500	1976-08-07	49800	A
USGS	06934500	1976-08-08	48700	A
USGS	06934500	1976-08-09	46900	A
USGS	06934500	1976-08-10	45300	A
USGS	06934500	1976-08-11	44600	A
USGS	06934500	1976-08-12	44100	A
USGS	06934500	1976-08-13	44000	A
USGS	06934500	1976-08-14	44600	A
USGS	06934500	1976-08-15	45100	A
USGS	06934500	1976-08-16	44700	A
USGS	06934500	1976-08-17	44400	A
USGS	06934500	1976-08-18	44500	A
USGS	06934500	1976-08-19	45500	A
USGS	06934500	1976-08-20	45100	A
USGS	06934500	1976-08-21	44000	A
USGS	06934500	1976-08-22	44400	A
USGS	06934500	1976-08-23	45300	A
USGS	06934500	1976-08-24	45000	A
USGS	06934500	1976-08-25	46600	A
USGS	06934500	1976-08-26	46200	A
USGS	06934500	1976-08-27	46600	A
USGS	06934500	1976-08-28	49600	A
USGS	06934500	1976-08-29	47100	A
USGS	06934500	1976-08-30	44700	A
USGS	06934500	1976-08-31	43700	A
USGS	06934500	1976-09-01	44300	A
USGS	06934500	1976-09-02	45000	A
USGS	06934500	1976-09-03	44900	A
USGS	06934500	1976-09-04	44300	A
USGS	06934500	1976-09-05	44600	A
USGS	06934500	1976-09-06	43600	A
USGS	06934500	1976-09-07	42300	A
USGS	06934500	1976-09-08	42500	A
USGS	06934500	1976-09-09	44500	A
USGS	06934500	1976-09-10	45200	A
USGS	06934500	1976-09-11	43400	A
USGS	06934500	1976-09-12	42500	A
USGS	06934500	1976-09-13	42300	A
USGS	06934500	1976-09-14	42200	A
USGS	06934500	1976-09-15	42400	A
USGS	06934500	1976-09-16	41700	A
USGS	06934500	1976-09-17	41300	A
USGS	06934500	1976-09-18	41800	A
USGS	06934500	1976-09-19	42500	A
USGS	06934500	1976-09-20	43200	A
USGS	06934500	1976-09-21	44400	A
USGS	06934500	1976-09-22	44900	A
USGS	06934500	1976-09-23	44500	A
USGS	06934500	1976-09-24	44300	A
USGS	06934500	1976-09-25	43700	A
USGS	06934500	1976-09-26	43500	A
USGS	06934500	1976-09-27	44300	A
USGS	06934500	1976-09-28	44800	A
USGS	06934500	1976-09-29	46400	A
USGS	06934500	1976-09-30	47400	A
USGS	06934500	1976-10-01	46300	A
USGS	06934500	1976-10-02	45800	A
USGS	06934500	1976-10-03	46200	A
USGS	06934500	1976-10-04	46400	A
USGS	06934500	1976-10-05	47400	A
USGS	06934500	1976-10-06	50500	A
USGS	06934500	1976-10-07	51800	A
USGS	06934500	1976-10-08	52300	A
USGS	06934500	1976-10-09	51300	A
USGS	06934500	1976-10-10	49200	A
USGS	06934500	1976-10-11	47300	A
USGS	06934500	1976-10-12	46500	A
USGS	06934500	1976-10-13	45600	A
USGS	06934500	1976-10-14	44300	A
USGS	06934500	1976-10-15	44000	A
USGS	06934500	1976-10-16	44000	A
USGS	06934500	1976-10-17	43500	A
USGS	06934500	1976-10-18	43800	A
USGS	06934500	1976-10-19	44300	A
USGS	06934500	1976-10-20	50000	A
USGS	06934500	1976-10-21	49900	A
USGS	06934500	1976-10-22	50000	A
USGS	06934500	1976-10-23	48500	A
USGS	06934500	1976-10-24	50800	A
USGS	06934500	1976-10-25	53900	A
USGS	06934500	1976-10-26	51100	A
USGS	06934500	1976-10-27	47700	A
USGS	06934500	1976-10-28	52100	A
USGS	06934500	1976-10-29	51100	A
USGS	06934500	1976-10-30	48800	A
USGS	06934500	1976-10-31	49600	A
USGS	06934500	1976-11-01	48000	A
USGS	06934500	1976-11-02	47300	A
USGS	06934500	1976-11-03	45400	A
USGS	06934500	1976-11-04	44600	A
USGS	06934500	1976-11-05	46500	A
USGS	06934500	1976-11-06	47400	A
USGS	06934500	1976-11-07	44600	A
USGS	06934500	1976-11-08	43800	A
USGS	06934500	1976-11-09	44200	A
USGS	06934500	1976-11-10	46900	A
USGS	06934500	1976-11-11	44600	A
USGS	06934500	1976-11-12	42600	A
USGS	06934500	1976-11-13	43900	A
USGS	06934500	1976-11-14	44400	A
USGS	06934500	1976-11-15	46100	A
USGS	06934500	1976-11-16	47300	A
USGS	06934500	1976-11-17	45900	A
USGS	06934500	1976-11-18	44900	A
USGS	06934500	1976-11-19	43700	A
USGS	06934500	1976-11-20	43100	A
USGS	06934500	1976-11-21	43200	A
USGS	06934500	1976-11-22	43600	A
USGS	06934500	1976-11-23	43900	A
USGS	06934500	1976-11-24	47300	A
USGS	06934500	1976-11-25	48700	A
USGS	06934500	1976-11-26	48400	A
USGS	06934500	1976-11-27	48300	A
USGS	06934500	1976-11-28	47800	A
USGS	06934500	1976-11-29	46700	A
USGS	06934500	1976-11-30	46000	A
USGS	06934500	1976-12-01	50700	A
USGS	06934500	1976-12-02	49600	A
USGS	06934500	1976-12-03	46300	A
USGS	06934500	1976-12-04	44200	A
USGS	06934500	1976-12-05	43800	A
USGS	06934500	1976-12-06	43500	A
USGS	06934500	1976-12-07	45300	A
USGS	06934500	1976-12-08	50000	A
USGS	06934500	1976-12-09	50000	A
USGS	06934500	1976-12-10	43200	A
USGS	06934500	1976-12-11	41100	A
USGS	06934500	1976-12-12	38000	A
USGS	06934500	1976-12-13	35300	A
USGS	06934500	1976-12-14	32600	A
USGS	06934500	1976-12-15	31200	A
USGS	06934500	1976-12-16	30600	A
USGS	06934500	1976-12-17	30500	A
USGS	06934500	1976-12-18	30200	A
USGS	06934500	1976-12-19	30300	A
USGS	06934500	1976-12-20	30600	A
USGS	06934500	1976-12-21	31400	A
USGS	06934500	1976-12-22	28000	A
USGS	06934500	1976-12-23	31800	A
USGS	06934500	1976-12-24	30500	A
USGS	06934500	1976-12-25	28300	A
USGS	06934500	1976-12-26	28800	A
USGS	06934500	1976-12-27	29400	A
USGS	06934500	1976-12-28	28500	A
USGS	06934500	1976-12-29	27700	A
USGS	06934500	1976-12-30	28800	A
USGS	06934500	1976-12-31	27700	A
USGS	06934500	1977-01-01	28000	A
USGS	06934500	1977-01-02	28300	A
USGS	06934500	1977-01-03	28300	A
USGS	06934500	1977-01-04	27000	A
USGS	06934500	1977-01-05	26000	A
USGS	06934500	1977-01-06	27200	A
USGS	06934500	1977-01-07	18500	A
USGS	06934500	1977-01-08	14800	A
USGS	06934500	1977-01-09	21900	A
USGS	06934500	1977-01-10	27000	A
USGS	06934500	1977-01-11	28000	A
USGS	06934500	1977-01-12	25000	A
USGS	06934500	1977-01-13	19000	A
USGS	06934500	1977-01-14	18000	A
USGS	06934500	1977-01-15	17000	A
USGS	06934500	1977-01-16	18000	A
USGS	06934500	1977-01-17	18000	A
USGS	06934500	1977-01-18	16200	A
USGS	06934500	1977-01-19	19500	A
USGS	06934500	1977-01-20	22000	A
USGS	06934500	1977-01-21	21000	A
USGS	06934500	1977-01-22	22900	A
USGS	06934500	1977-01-23	19500	A
USGS	06934500	1977-01-24	15700	A
USGS	06934500	1977-01-25	17100	A
USGS	06934500	1977-01-26	18000	A
USGS	06934500	1977-01-27	21900	A
USGS	06934500	1977-01-28	21000	A
USGS	06934500	1977-01-29	18000	A
USGS	06934500	1977-01-30	20000	A
USGS	06934500	1977-01-31	25500	A
USGS	06934500	1977-02-01	28800	A
USGS	06934500	1977-02-02	24400	A
USGS	06934500	1977-02-03	21400	A
USGS	06934500	1977-02-04	21400	A
USGS	06934500	1977-02-05	22400	A
USGS	06934500	1977-02-06	22900	A
USGS	06934500	1977-02-07	21400	A
USGS	06934500	1977-02-08	19500	A
USGS	06934500	1977-02-09	18500	A
USGS	06934500	1977-02-10	19000	A
USGS	06934500	1977-02-11	19500	A
USGS	06934500	1977-02-12	23400	A
USGS	06934500	1977-02-13	32100	A
USGS	06934500	1977-02-14	35000	A
USGS	06934500	1977-02-15	35900	A
USGS	06934500	1977-02-16	36400	A
USGS	06934500	1977-02-17	35000	A
USGS	06934500	1977-02-18	35700	A
USGS	06934500	1977-02-19	77400	A
USGS	06934500	1977-02-20	63100	A
USGS	06934500	1977-02-21	42400	A
USGS	06934500	1977-02-22	37200	A
USGS	06934500	1977-02-23	36300	A
USGS	06934500	1977-02-24	36200	A
USGS	06934500	1977-02-25	48700	A
USGS	06934500	1977-02-26	61800	A
USGS	06934500	1977-02-27	44500	A
USGS	06934500	1977-02-28	35800	A
USGS	06934500	1977-03-01	35100	A
USGS	06934500	1977-03-02	35700	A
USGS	06934500	1977-03-03	35900	A
USGS	06934500	1977-03-04	34900	A
USGS	06934500	1977-03-05	33400	A
USGS	06934500	1977-03-06	31600	A
USGS	06934500	1977-03-07	30500	A
USGS	06934500	1977-03-08	29600	A
USGS	06934500	1977-03-09	28800	A
USGS	06934500	1977-03-10	28000	A
USGS	06934500	1977-03-11	27900	A
USGS	06934500	1977-03-12	38500	A
USGS	06934500	1977-03-13	39400	A
USGS	06934500	1977-03-14	36100	A
USGS	06934500	1977-03-15	36200	A
USGS	06934500	1977-03-16	36700	A
USGS	06934500	1977-03-17	36700	A
USGS	06934500	1977-03-18	36600	A
USGS	06934500	1977-03-19	37700	A
USGS	06934500	1977-03-20	39000	A
USGS	06934500	1977-03-21	37600	A
USGS	06934500	1977-03-22	35800	A
USGS	06934500	1977-03-23	35800	A
USGS	06934500	1977-03-24	37300	A
USGS	06934500	1977-03-25	37200	A
USGS	06934500	1977-03-26	40600	A
USGS	06934500	1977-03-27	47500	A
USGS	06934500	1977-03-28	75500	A
USGS	06934500	1977-03-29	113000	A
USGS	06934500	1977-03-30	94400	A
USGS	06934500	1977-03-31	85100	A
USGS	06934500	1977-04-01	82700	A
USGS	06934500	1977-04-02	74200	A
USGS	06934500	1977-04-03	63000	A
USGS	06934500	1977-04-04	58900	A
USGS	06934500	1977-04-05	53700	A
USGS	06934500	1977-04-06	50300	A
USGS	06934500	1977-04-07	51600	A
USGS	06934500	1977-04-08	53400	A
USGS	06934500	1977-04-09	52500	A
USGS	06934500	1977-04-10	48800	A
USGS	06934500	1977-04-11	45200	A
USGS	06934500	1977-04-12	43900	A
USGS	06934500	1977-04-13	42400	A
USGS	06934500	1977-04-14	42000	A
USGS	06934500	1977-04-15	43800	A
USGS	06934500	1977-04-16	43500	A
USGS	06934500	1977-04-17	42200	A
USGS	06934500	1977-04-18	42200	A
USGS	06934500	1977-04-19	43200	A
USGS	06934500	1977-04-20	44400	A
USGS	06934500	1977-04-21	45500	A
USGS	06934500	1977-04-22	47800	A
USGS	06934500	1977-04-23	51200	A
USGS	06934500	1977-04-24	55100	A
USGS	06934500	1977-04-25	54300	A
USGS	06934500	1977-04-26	50200	A
USGS	06934500	1977-04-27	50300	A
USGS	06934500	1977-04-28	50600	A
USGS	06934500	1977-04-29	47800	A
USGS	06934500	1977-04-30	45000	A
USGS	06934500	1977-05-01	44400	A
USGS	06934500	1977-05-02	49400	A
USGS	06934500	1977-05-03	61000	A
USGS	06934500	1977-05-04	50400	A
USGS	06934500	1977-05-05	47400	A
USGS	06934500	1977-05-06	55900	A
USGS	06934500	1977-05-07	65000	A
USGS	06934500	1977-05-08	66200	A
USGS	06934500	1977-05-09	63000	A
USGS	06934500	1977-05-10	61700	A
USGS	06934500	1977-05-11	57000	A
USGS	06934500	1977-05-12	52500	A
USGS	06934500	1977-05-13	51700	A
USGS	06934500	1977-05-14	48200	A
USGS	06934500	1977-05-15	45500	A
USGS	06934500	1977-05-16	44700	A
USGS	06934500	1977-05-17	44200	A
USGS	06934500	1977-05-18	44500	A
USGS	06934500	1977-05-19	44400	A
USGS	06934500	1977-05-20	44000	A
USGS	06934500	1977-05-21	43400	A
USGS	06934500	1977-05-22	45800	A
USGS	06934500	1977-05-23	63300	A
USGS	06934500	1977-05-24	63800	A
USGS	06934500	1977-05-25	61600	A
USGS	06934500	1977-05-26	59400	A
USGS	06934500	1977-05-27	61900	A
USGS	06934500	1977-05-28	64200	A
USGS	06934500	1977-05-29	56500	A
USGS	06934500	1977-05-30	51900	A
USGS	06934500	1977-05-31	52300	A
USGS	06934500	1977-06-01	60700	A
USGS	06934500	1977-06-02	76200	A
USGS	06934500	1977-06-03	72700	A
USGS	06934500	1977-06-04	74100	A
USGS	06934500	1977-06-05	76300	A
USGS	06934500	1977-06-06	74400	A
USGS	06934500	1977-06-07	70600	A
USGS	06934500	1977-06-08	61700	A
USGS	06934500	1977-06-09	57800	A
USGS	06934500	1977-06-10	53600	A
USGS	06934500	1977-06-11	48800	A
USGS	06934500	1977-06-12	46000	A
USGS	06934500	1977-06-13	46900	A
USGS	06934500	1977-06-14	46400	A
USGS	06934500	1977-06-15	44900	A
USGS	06934500	1977-06-16	44100	A
USGS	06934500	1977-06-17	43900	A
USGS	06934500	1977-06-18	44300	A
USGS	06934500	1977-06-19	43100	A
USGS	06934500	1977-06-20	42300	A
USGS	06934500	1977-06-21	50200	A
USGS	06934500	1977-06-22	101000	A
USGS	06934500	1977-06-23	127000	A
USGS	06934500	1977-06-24	142000	A
USGS	06934500	1977-06-25	166000	A
USGS	06934500	1977-06-26	162000	A
USGS	06934500	1977-06-27	158000	A
USGS	06934500	1977-06-28	158000	A
USGS	06934500	1977-06-29	161000	A
USGS	06934500	1977-06-30	150000	A
USGS	06934500	1977-07-01	145000	A
USGS	06934500	1977-07-02	144000	A
USGS	06934500	1977-07-03	142000	A
USGS	06934500	1977-07-04	133000	A
USGS	06934500	1977-07-05	122000	A
USGS	06934500	1977-07-06	112000	A
USGS	06934500	1977-07-07	101000	A
USGS	06934500	1977-07-08	90100	A
USGS	06934500	1977-07-09	85700	A
USGS	06934500	1977-07-10	79500	A
USGS	06934500	1977-07-11	74800	A
USGS	06934500	1977-07-12	76700	A
USGS	06934500	1977-07-13	95400	A
USGS	06934500	1977-07-14	98400	A
USGS	06934500	1977-07-15	81700	A
USGS	06934500	1977-07-16	70200	A
USGS	06934500	1977-07-17	62900	A
USGS	06934500	1977-07-18	58900	A
USGS	06934500	1977-07-19	53400	A
USGS	06934500	1977-07-20	50300	A
USGS	06934500	1977-07-21	49500	A
USGS	06934500	1977-07-22	46400	A
USGS	06934500	1977-07-23	47100	A
USGS	06934500	1977-07-24	45600	A
USGS	06934500	1977-07-25	43400	A
USGS	06934500	1977-07-26	44700	A
USGS	06934500	1977-07-27	49400	A
USGS	06934500	1977-07-28	47500	A
USGS	06934500	1977-07-29	46100	A
USGS	06934500	1977-07-30	48500	A
USGS	06934500	1977-07-31	46500	A
USGS	06934500	1977-08-01	44000	A
USGS	06934500	1977-08-02	44800	A
USGS	06934500	1977-08-03	45700	A
USGS	06934500	1977-08-04	43400	A
USGS	06934500	1977-08-05	43000	A
USGS	06934500	1977-08-06	43500	A
USGS	06934500	1977-08-07	47400	A
USGS	06934500	1977-08-08	65000	A
USGS	06934500	1977-08-09	79800	A
USGS	06934500	1977-08-10	70700	A
USGS	06934500	1977-08-11	71500	A
USGS	06934500	1977-08-12	79600	A
USGS	06934500	1977-08-13	85200	A
USGS	06934500	1977-08-14	76400	A
USGS	06934500	1977-08-15	64700	A
USGS	06934500	1977-08-16	55000	A
USGS	06934500	1977-08-17	52600	A
USGS	06934500	1977-08-18	51400	A
USGS	06934500	1977-08-19	54800	A
USGS	06934500	1977-08-20	67100	A
USGS	06934500	1977-08-21	59100	A
USGS	06934500	1977-08-22	52200	A
USGS	06934500	1977-08-23	51300	A
USGS	06934500	1977-08-24	51100	A
USGS	06934500	1977-08-25	51200	A
USGS	06934500	1977-08-26	53400	A
USGS	06934500	1977-08-27	56700	A
USGS	06934500	1977-08-28	62200	A
USGS	06934500	1977-08-29	60000	A
USGS	06934500	1977-08-30	57500	A
USGS	06934500	1977-08-31	78500	A
USGS	06934500	1977-09-01	83800	A
USGS	06934500	1977-09-02	71800	A
USGS	06934500	1977-09-03	102000	A
USGS	06934500	1977-09-04	143000	A
USGS	06934500	1977-09-05	146000	A
USGS	06934500	1977-09-06	154000	A
USGS	06934500	1977-09-07	157000	A
USGS	06934500	1977-09-08	148000	A
USGS	06934500	1977-09-09	122000	A
USGS	06934500	1977-09-10	103000	A
USGS	06934500	1977-09-11	91700	A
USGS	06934500	1977-09-12	86000	A
USGS	06934500	1977-09-13	87500	A
USGS	06934500	1977-09-14	161000	A
USGS	06934500	1977-09-15	226000	A
USGS	06934500	1977-09-16	246000	A
USGS	06934500	1977-09-17	242000	A
USGS	06934500	1977-09-18	203000	A
USGS	06934500	1977-09-19	163000	A
USGS	06934500	1977-09-20	136000	A
USGS	06934500	1977-09-21	123000	A
USGS	06934500	1977-09-22	111000	A
USGS	06934500	1977-09-23	99300	A
USGS	06934500	1977-09-24	99100	A
USGS	06934500	1977-09-25	93400	A
USGS	06934500	1977-09-26	88400	A
USGS	06934500	1977-09-27	95800	A
USGS	06934500	1977-09-28	99100	A
USGS	06934500	1977-09-29	87400	A
USGS	06934500	1977-09-30	83900	A
USGS	06934500	1977-10-01	77400	A
USGS	06934500	1977-10-02	74400	A
USGS	06934500	1977-10-03	69600	A
USGS	06934500	1977-10-04	66400	A
USGS	06934500	1977-10-05	67100	A
USGS	06934500	1977-10-06	67600	A
USGS	06934500	1977-10-07	63700	A
USGS	06934500	1977-10-08	78200	A
USGS	06934500	1977-10-09	111000	A
USGS	06934500	1977-10-10	134000	A
USGS	06934500	1977-10-11	125000	A
USGS	06934500	1977-10-12	114000	A
USGS	06934500	1977-10-13	97800	A
USGS	06934500	1977-10-14	83500	A
USGS	06934500	1977-10-15	75600	A
USGS	06934500	1977-10-16	80800	A
USGS	06934500	1977-10-17	73800	A
USGS	06934500	1977-10-18	68900	A
USGS	06934500	1977-10-19	67800	A
USGS	06934500	1977-10-20	63300	A
USGS	06934500	1977-10-21	61200	A
USGS	06934500	1977-10-22	60500	A
USGS	06934500	1977-10-23	60100	A
USGS	06934500	1977-10-24	68200	A
USGS	06934500	1977-10-25	132000	A
USGS	06934500	1977-10-26	163000	A
USGS	06934500	1977-10-27	150000	A
USGS	06934500	1977-10-28	142000	A
USGS	06934500	1977-10-29	139000	A
USGS	06934500	1977-10-30	133000	A
USGS	06934500	1977-10-31	125000	A
USGS	06934500	1977-11-01	127000	A
USGS	06934500	1977-11-02	176000	A
USGS	06934500	1977-11-03	248000	A
USGS	06934500	1977-11-04	225000	A
USGS	06934500	1977-11-05	203000	A
USGS	06934500	1977-11-06	184000	A
USGS	06934500	1977-11-07	170000	A
USGS	06934500	1977-11-08	159000	A
USGS	06934500	1977-11-09	146000	A
USGS	06934500	1977-11-10	135000	A
USGS	06934500	1977-11-11	161000	A
USGS	06934500	1977-11-12	186000	A
USGS	06934500	1977-11-13	162000	A
USGS	06934500	1977-11-14	138000	A
USGS	06934500	1977-11-15	117000	A
USGS	06934500	1977-11-16	103000	A
USGS	06934500	1977-11-17	103000	A
USGS	06934500	1977-11-18	101000	A
USGS	06934500	1977-11-19	93000	A
USGS	06934500	1977-11-20	87000	A
USGS	06934500	1977-11-21	82900	A
USGS	06934500	1977-11-22	82800	A
USGS	06934500	1977-11-23	83700	A
USGS	06934500	1977-11-24	78600	A
USGS	06934500	1977-11-25	74000	A
USGS	06934500	1977-11-26	66700	A
USGS	06934500	1977-11-27	70400	A
USGS	06934500	1977-11-28	68300	A
USGS	06934500	1977-11-29	62300	A
USGS	06934500	1977-11-30	59800	A
USGS	06934500	1977-12-01	52100	A
USGS	06934500	1977-12-02	50200	A
USGS	06934500	1977-12-03	48900	A
USGS	06934500	1977-12-04	49000	A
USGS	06934500	1977-12-05	50000	A
USGS	06934500	1977-12-06	53000	A
USGS	06934500	1977-12-07	50900	A
USGS	06934500	1977-12-08	57400	A
USGS	06934500	1977-12-09	56200	A
USGS	06934500	1977-12-10	50400	A
USGS	06934500	1977-12-11	47800	A
USGS	06934500	1977-12-12	42300	A
USGS	06934500	1977-12-13	38100	A
USGS	06934500	1977-12-14	37900	A
USGS	06934500	1977-12-15	39000	A
USGS	06934500	1977-12-16	41900	A
USGS	06934500	1977-12-17	48900	A
USGS	06934500	1977-12-18	52100	A
USGS	06934500	1977-12-19	50000	A
USGS	06934500	1977-12-20	49300	A
USGS	06934500	1977-12-21	49500	A
USGS	06934500	1977-12-22	54600	A
USGS	06934500	1977-12-23	55000	A
USGS	06934500	1977-12-24	49500	A
USGS	06934500	1977-12-25	44000	A
USGS	06934500	1977-12-26	39600	A
USGS	06934500	1977-12-27	38400	A
USGS	06934500	1977-12-28	36500	A
USGS	06934500	1977-12-29	39600	A
USGS	06934500	1977-12-30	45500	A
USGS	06934500	1977-12-31	45500	A
USGS	06934500	1978-01-01	43000	A
USGS	06934500	1978-01-02	41600	A
USGS	06934500	1978-01-03	33000	A
USGS	06934500	1978-01-04	32900	A
USGS	06934500	1978-01-05	36500	A
USGS	06934500	1978-01-06	37100	A
USGS	06934500	1978-01-07	34000	A
USGS	06934500	1978-01-08	32900	A
USGS	06934500	1978-01-09	33500	A
USGS	06934500	1978-01-10	31100	A
USGS	06934500	1978-01-11	42900	A
USGS	06934500	1978-01-12	40900	A
USGS	06934500	1978-01-13	32200	A
USGS	06934500	1978-01-14	28400	A
USGS	06934500	1978-01-15	26400	A
USGS	06934500	1978-01-16	26600	A
USGS	06934500	1978-01-17	23900	A
USGS	06934500	1978-01-18	26600	A
USGS	06934500	1978-01-19	34600	A
USGS	06934500	1978-01-20	33500	A
USGS	06934500	1978-01-21	26100	A
USGS	06934500	1978-01-22	32900	A
USGS	06934500	1978-01-23	30800	A
USGS	06934500	1978-01-24	27600	A
USGS	06934500	1978-01-25	27700	A
USGS	06934500	1978-01-26	33300	A
USGS	06934500	1978-01-27	49400	A
USGS	06934500	1978-01-28	35200	A
USGS	06934500	1978-01-29	38400	A
USGS	06934500	1978-01-30	22600	A
USGS	06934500	1978-01-31	22000	A
USGS	06934500	1978-02-01	26800	A
USGS	06934500	1978-02-02	29000	A
USGS	06934500	1978-02-03	30200	A
USGS	06934500	1978-02-04	26900	A
USGS	06934500	1978-02-05	27000	A
USGS	06934500	1978-02-06	20300	A
USGS	06934500	1978-02-07	19900	A
USGS	06934500	1978-02-08	28900	A
USGS	06934500	1978-02-09	26100	A
USGS	06934500	1978-02-10	25600	A
USGS	06934500	1978-02-11	25100	A
